"","Entity","Code","Date","ConfirmedPerMillion"
"1","Afghanistan","AFG",2019-12-31,0
"2","Afghanistan","AFG",2020-01-01,0
"3","Afghanistan","AFG",2020-01-02,0
"4","Afghanistan","AFG",2020-01-03,0
"5","Afghanistan","AFG",2020-01-04,0
"6","Afghanistan","AFG",2020-01-05,0
"7","Afghanistan","AFG",2020-01-06,0
"8","Afghanistan","AFG",2020-01-07,0
"9","Afghanistan","AFG",2020-01-08,0
"10","Afghanistan","AFG",2020-01-09,0
"11","Afghanistan","AFG",2020-01-10,0
"12","Afghanistan","AFG",2020-01-11,0
"13","Afghanistan","AFG",2020-01-12,0
"14","Afghanistan","AFG",2020-01-13,0
"15","Afghanistan","AFG",2020-01-14,0
"16","Afghanistan","AFG",2020-01-15,0
"17","Afghanistan","AFG",2020-01-16,0
"18","Afghanistan","AFG",2020-01-17,0
"19","Afghanistan","AFG",2020-01-18,0
"20","Afghanistan","AFG",2020-01-19,0
"21","Afghanistan","AFG",2020-01-20,0
"22","Afghanistan","AFG",2020-01-21,0
"23","Afghanistan","AFG",2020-01-22,0
"24","Afghanistan","AFG",2020-01-23,0
"25","Afghanistan","AFG",2020-01-24,0
"26","Afghanistan","AFG",2020-01-25,0
"27","Afghanistan","AFG",2020-01-26,0
"28","Afghanistan","AFG",2020-01-27,0
"29","Afghanistan","AFG",2020-01-28,0
"30","Afghanistan","AFG",2020-01-29,0
"31","Afghanistan","AFG",2020-01-30,0
"32","Afghanistan","AFG",2020-01-31,0
"33","Afghanistan","AFG",2020-02-01,0
"34","Afghanistan","AFG",2020-02-02,0
"35","Afghanistan","AFG",2020-02-03,0
"36","Afghanistan","AFG",2020-02-04,0
"37","Afghanistan","AFG",2020-02-05,0
"38","Afghanistan","AFG",2020-02-06,0
"39","Afghanistan","AFG",2020-02-07,0
"40","Afghanistan","AFG",2020-02-08,0
"41","Afghanistan","AFG",2020-02-09,0
"42","Afghanistan","AFG",2020-02-10,0
"43","Afghanistan","AFG",2020-02-11,0
"44","Afghanistan","AFG",2020-02-12,0
"45","Afghanistan","AFG",2020-02-13,0
"46","Afghanistan","AFG",2020-02-14,0
"47","Afghanistan","AFG",2020-02-15,0
"48","Afghanistan","AFG",2020-02-16,0
"49","Afghanistan","AFG",2020-02-17,0
"50","Afghanistan","AFG",2020-02-18,0
"51","Afghanistan","AFG",2020-02-19,0
"52","Afghanistan","AFG",2020-02-20,0
"53","Afghanistan","AFG",2020-02-21,0
"54","Afghanistan","AFG",2020-02-22,0
"55","Afghanistan","AFG",2020-02-23,0
"56","Afghanistan","AFG",2020-02-24,0
"57","Afghanistan","AFG",2020-02-25,0.026
"58","Afghanistan","AFG",2020-02-26,0.026
"59","Afghanistan","AFG",2020-02-27,0.026
"60","Afghanistan","AFG",2020-02-28,0.026
"61","Afghanistan","AFG",2020-02-29,0.026
"62","Afghanistan","AFG",2020-03-01,0.026
"63","Afghanistan","AFG",2020-03-02,0.026
"64","Afghanistan","AFG",2020-03-08,0.103
"65","Afghanistan","AFG",2020-03-11,0.18
"66","Afghanistan","AFG",2020-03-15,0.257
"67","Afghanistan","AFG",2020-03-16,0.411
"68","Afghanistan","AFG",2020-03-17,0.539
"69","Afghanistan","AFG",2020-03-18,0.565
"70","Afghanistan","AFG",2020-03-19,0.565
"71","Afghanistan","AFG",2020-03-20,0.565
"72","Afghanistan","AFG",2020-03-21,0.617
"73","Afghanistan","AFG",2020-03-22,0.617
"74","Afghanistan","AFG",2020-03-23,0.873
"75","Afghanistan","AFG",2020-03-24,1.028
"76","Afghanistan","AFG",2020-03-25,1.079
"77","Afghanistan","AFG",2020-03-26,1.927
"78","Afghanistan","AFG",2020-03-27,1.927
"79","Afghanistan","AFG",2020-03-28,2.338
"80","Afghanistan","AFG",2020-03-29,2.723
"81","Afghanistan","AFG",2020-03-30,2.928
"82","Afghanistan","AFG",2020-03-31,3.622
"83","Afghanistan","AFG",2020-04-01,4.264
"84","Afghanistan","AFG",2020-04-02,4.932
"85","Afghanistan","AFG",2020-04-03,6.037
"86","Afghanistan","AFG",2020-04-04,6.037
"87","Afghanistan","AFG",2020-04-05,6.936
"88","Afghanistan","AFG",2020-04-06,7.681
"89","Afghanistan","AFG",2020-04-07,8.657
"90","Afghanistan","AFG",2020-04-08,9.428
"91","Afghanistan","AFG",2020-04-09,10.866
"92","Afghanistan","AFG",2020-04-10,12.433
"93","Afghanistan","AFG",2020-04-11,13.384
"94","Afghanistan","AFG",2020-04-12,14.257
"95","Afghanistan","AFG",2020-04-13,15.593
"96","Afghanistan","AFG",2020-04-14,17.083
"97","Afghanistan","AFG",2020-04-15,18.341
"98","Afghanistan","AFG",2020-04-16,20.14
"99","Afghanistan","AFG",2020-04-17,20.396
"100","Afghanistan","AFG",2020-04-18,21.707
"101","Afghanistan","AFG",2020-04-19,23.325
"102","Afghanistan","AFG",2020-04-20,25.585
"103","Afghanistan","AFG",2020-04-21,26.485
"104","Afghanistan","AFG",2020-04-22,28.052
"105","Afghanistan","AFG",2020-04-23,30.209
"106","Afghanistan","AFG",2020-04-24,32.907
"107","Afghanistan","AFG",2020-04-25,34.705
"108","Afghanistan","AFG",2020-04-26,37.582
"109","Afghanistan","AFG",2020-04-27,39.329
"110","Afghanistan","AFG",2020-04-28,43.747
"111","Afghanistan","AFG",2020-04-29,46.932
"112","Afghanistan","AFG",2020-04-30,50.066
"113","Afghanistan","AFG",2020-05-01,55.769
"114","Afghanistan","AFG",2020-05-02,59.982
"115","Afghanistan","AFG",2020-05-03,63.424
"116","Afghanistan","AFG",2020-05-04,69.461
"117","Afghanistan","AFG",2020-05-05,74.342
"118","Afghanistan","AFG",2020-05-06,82.819
"119","Afghanistan","AFG",2020-05-07,87.134
"120","Afghanistan","AFG",2020-05-08,91.527
"121","Afghanistan","AFG",2020-05-09,97.05
"122","Afghanistan","AFG",2020-05-10,103.601
"123","Afghanistan","AFG",2020-05-11,113.08
"124","Afghanistan","AFG",2020-05-12,120.401
"125","Afghanistan","AFG",2020-05-13,127.593
"126","Afghanistan","AFG",2020-05-14,134.247
"127","Afghanistan","AFG",2020-05-15,137.149
"128","Afghanistan","AFG",2020-05-16,164.456
"129","Afghanistan","AFG",2020-05-17,164.456
"130","Afghanistan","AFG",2020-05-18,171.186
"131","Afghanistan","AFG",2020-05-19,181.667
"132","Afghanistan","AFG",2020-05-20,196.592
"133","Afghanistan","AFG",2020-05-21,209.231
"134","Afghanistan","AFG",2020-05-22,222.871
"135","Afghanistan","AFG",2020-05-23,236.743
"136","Afghanistan","AFG",2020-05-24,256.831
"137","Afghanistan","AFG",2020-05-25,271.833
"138","Afghanistan","AFG",2020-05-26,287.015
"139","Afghanistan","AFG",2020-05-27,303.917
"140","Afghanistan","AFG",2020-05-28,319.973
"141","Afghanistan","AFG",2020-05-29,334.872
"142","Afghanistan","AFG",2020-05-30,350.875
"143","Afghanistan","AFG",2020-05-31,373.121
"144","Afghanistan","AFG",2020-06-01,390.589
"145","Afghanistan","AFG",2020-06-02,404.59
"146","Afghanistan","AFG",2020-06-03,424.087
"147","Afghanistan","AFG",2020-06-04,443.559
"148","Afghanistan","AFG",2020-06-05,463.775
"149","Afghanistan","AFG",2020-06-06,487.28
"150","Afghanistan","AFG",2020-06-07,502.23
"151","Afghanistan","AFG",2020-06-08,522.55
"152","Afghanistan","AFG",2020-06-09,537.321
"153","Afghanistan","AFG",2020-06-10,551.244
"154","Afghanistan","AFG",2020-06-11,568.814
"155","Afghanistan","AFG",2020-06-12,588.003
"156","Afghanistan","AFG",2020-06-13,604.855
"157","Afghanistan","AFG",2020-06-14,619.138
"158","Afghanistan","AFG",2020-06-15,636.195
"159","Afghanistan","AFG",2020-06-16,655.743
"160","Afghanistan","AFG",2020-06-17,675.857
"161","Afghanistan","AFG",2020-06-18,690.345
"162","Afghanistan","AFG",2020-06-19,707.248
"163","Afghanistan","AFG",2020-06-20,716.136
"164","Afghanistan","AFG",2020-06-21,730.162
"165","Afghanistan","AFG",2020-06-22,740.669
"166","Afghanistan","AFG",2020-06-23,748.632
"167","Afghanistan","AFG",2020-06-24,757.315
"168","Afghanistan","AFG",2020-06-25,763.326
"169","Afghanistan","AFG",2020-06-26,775.142
"170","Afghanistan","AFG",2020-06-27,782.232
"171","Afghanistan","AFG",2020-06-28,786.471
"172","Afghanistan","AFG",2020-06-29,795.487
"173","Afghanistan","AFG",2020-06-30,802.449
"174","Afghanistan","AFG",2020-07-01,809.616
"175","Afghanistan","AFG",2020-07-02,817.81
"176","Afghanistan","AFG",2020-07-03,822.588
"177","Afghanistan","AFG",2020-07-04,830.346
"178","Afghanistan","AFG",2020-07-05,839.286
"179","Afghanistan","AFG",2020-07-06,846.453
"180","Afghanistan","AFG",2020-07-07,857.576
"181","Afghanistan","AFG",2020-07-08,862.97
"182","Afghanistan","AFG",2020-07-09,864.486
"183","Afghanistan","AFG",2020-07-10,871.036
"184","Albania","ALB",2020-03-09,0.695
"185","Albania","ALB",2020-03-10,2.085
"186","Albania","ALB",2020-03-11,3.475
"187","Albania","ALB",2020-03-12,3.822
"188","Albania","ALB",2020-03-13,7.992
"189","Albania","ALB",2020-03-14,11.467
"190","Albania","ALB",2020-03-15,13.205
"191","Albania","ALB",2020-03-16,14.594
"192","Albania","ALB",2020-03-17,17.722
"193","Albania","ALB",2020-03-18,19.112
"194","Albania","ALB",2020-03-19,20.502
"195","Albania","ALB",2020-03-20,24.324
"196","Albania","ALB",2020-03-21,24.324
"197","Albania","ALB",2020-03-22,26.409
"198","Albania","ALB",2020-03-23,30.926
"199","Albania","ALB",2020-03-24,34.749
"200","Albania","ALB",2020-03-25,42.741
"201","Albania","ALB",2020-03-26,50.733
"202","Albania","ALB",2020-03-27,60.463
"203","Albania","ALB",2020-03-28,64.633
"204","Albania","ALB",2020-03-29,68.455
"205","Albania","ALB",2020-03-30,73.667
"206","Albania","ALB",2020-03-31,77.49
"207","Albania","ALB",2020-04-01,84.44
"208","Albania","ALB",2020-04-02,89.999
"209","Albania","ALB",2020-04-03,96.254
"210","Albania","ALB",2020-04-04,105.636
"211","Albania","ALB",2020-04-05,115.713
"212","Albania","ALB",2020-04-06,125.443
"213","Albania","ALB",2020-04-07,131.003
"214","Albania","ALB",2020-04-08,133.088
"215","Albania","ALB",2020-04-09,138.995
"216","Albania","ALB",2020-04-10,142.122
"217","Albania","ALB",2020-04-11,144.555
"218","Albania","ALB",2020-04-12,150.462
"219","Albania","ALB",2020-04-13,154.979
"220","Albania","ALB",2020-04-14,162.277
"221","Albania","ALB",2020-04-15,165.057
"222","Albania","ALB",2020-04-16,171.659
"223","Albania","ALB",2020-04-17,179.999
"224","Albania","ALB",2020-04-18,187.296
"225","Albania","ALB",2020-04-19,190.423
"226","Albania","ALB",2020-04-20,195.288
"227","Albania","ALB",2020-04-21,202.933
"228","Albania","ALB",2020-04-22,211.62
"229","Albania","ALB",2020-04-23,220.307
"230","Albania","ALB",2020-04-24,230.384
"231","Albania","ALB",2020-04-25,235.597
"232","Albania","ALB",2020-04-26,247.411
"233","Albania","ALB",2020-04-27,252.276
"234","Albania","ALB",2020-04-28,255.751
"235","Albania","ALB",2020-04-29,260.616
"236","Albania","ALB",2020-04-30,266.176
"237","Albania","ALB",2020-05-01,268.608
"238","Albania","ALB",2020-05-02,271.735
"239","Albania","ALB",2020-05-03,274.168
"240","Albania","ALB",2020-05-04,276.253
"241","Albania","ALB",2020-05-05,279.033
"242","Albania","ALB",2020-05-06,284.94
"243","Albania","ALB",2020-05-07,289.11
"244","Albania","ALB",2020-05-08,292.585
"245","Albania","ALB",2020-05-09,295.365
"246","Albania","ALB",2020-05-10,297.449
"247","Albania","ALB",2020-05-11,301.619
"248","Albania","ALB",2020-05-12,303.009
"249","Albania","ALB",2020-05-13,304.399
"250","Albania","ALB",2020-05-14,305.789
"251","Albania","ALB",2020-05-15,312.044
"252","Albania","ALB",2020-05-16,318.299
"253","Albania","ALB",2020-05-17,324.206
"254","Albania","ALB",2020-05-18,328.723
"255","Albania","ALB",2020-05-19,329.418
"256","Albania","ALB",2020-05-20,329.766
"257","Albania","ALB",2020-05-21,334.978
"258","Albania","ALB",2020-05-22,336.716
"259","Albania","ALB",2020-05-23,340.885
"260","Albania","ALB",2020-05-24,343.665
"261","Albania","ALB",2020-05-25,346.793
"262","Albania","ALB",2020-05-26,348.878
"263","Albania","ALB",2020-05-27,357.565
"264","Albania","ALB",2020-05-28,364.862
"265","Albania","ALB",2020-05-29,373.897
"266","Albania","ALB",2020-05-30,381.889
"267","Albania","ALB",2020-05-31,389.881
"268","Albania","ALB",2020-06-01,395.093
"269","Albania","ALB",2020-06-02,397.178
"270","Albania","ALB",2020-06-03,404.476
"271","Albania","ALB",2020-06-04,411.425
"272","Albania","ALB",2020-06-05,415.943
"273","Albania","ALB",2020-06-06,421.155
"274","Albania","ALB",2020-06-07,428.105
"275","Albania","ALB",2020-06-08,432.97
"276","Albania","ALB",2020-06-09,438.877
"277","Albania","ALB",2020-06-10,451.386
"278","Albania","ALB",2020-06-11,465.981
"279","Albania","ALB",2020-06-12,481.27
"280","Albania","ALB",2020-06-13,492.043
"281","Albania","ALB",2020-06-14,508.722
"282","Albania","ALB",2020-06-15,528.529
"283","Albania","ALB",2020-06-16,552.505
"284","Albania","ALB",2020-06-17,580.999
"285","Albania","ALB",2020-06-18,598.374
"286","Albania","ALB",2020-06-19,621.308
"287","Albania","ALB",2020-06-20,638.682
"288","Albania","ALB",2020-06-21,657.099
"289","Albania","ALB",2020-06-22,669.609
"290","Albania","ALB",2020-06-23,693.238
"291","Albania","ALB",2020-06-24,711.307
"292","Albania","ALB",2020-06-25,734.589
"293","Albania","ALB",2020-06-26,761.693
"294","Albania","ALB",2020-06-27,788.45
"295","Albania","ALB",2020-06-28,809.646
"296","Albania","ALB",2020-06-29,834.665
"297","Albania","ALB",2020-06-30,856.905
"298","Albania","ALB",2020-07-01,880.881
"299","Albania","ALB",2020-07-02,896.518
"300","Albania","ALB",2020-07-03,925.012
"301","Albania","ALB",2020-07-04,956.286
"302","Albania","ALB",2020-07-05,979.568
"303","Albania","ALB",2020-07-06,1005.282
"304","Albania","ALB",2020-07-07,1029.953
"305","Albania","ALB",2020-07-08,1055.668
"306","Albania","ALB",2020-07-09,1079.297
"307","Albania","ALB",2020-07-10,1107.791
"308","Algeria","DZA",2019-12-31,0
"309","Algeria","DZA",2020-01-01,0
"310","Algeria","DZA",2020-01-02,0
"311","Algeria","DZA",2020-01-03,0
"312","Algeria","DZA",2020-01-04,0
"313","Algeria","DZA",2020-01-05,0
"314","Algeria","DZA",2020-01-06,0
"315","Algeria","DZA",2020-01-07,0
"316","Algeria","DZA",2020-01-08,0
"317","Algeria","DZA",2020-01-09,0
"318","Algeria","DZA",2020-01-10,0
"319","Algeria","DZA",2020-01-11,0
"320","Algeria","DZA",2020-01-12,0
"321","Algeria","DZA",2020-01-13,0
"322","Algeria","DZA",2020-01-14,0
"323","Algeria","DZA",2020-01-15,0
"324","Algeria","DZA",2020-01-16,0
"325","Algeria","DZA",2020-01-17,0
"326","Algeria","DZA",2020-01-18,0
"327","Algeria","DZA",2020-01-19,0
"328","Algeria","DZA",2020-01-20,0
"329","Algeria","DZA",2020-01-21,0
"330","Algeria","DZA",2020-01-22,0
"331","Algeria","DZA",2020-01-23,0
"332","Algeria","DZA",2020-01-24,0
"333","Algeria","DZA",2020-01-25,0
"334","Algeria","DZA",2020-01-26,0
"335","Algeria","DZA",2020-01-27,0
"336","Algeria","DZA",2020-01-28,0
"337","Algeria","DZA",2020-01-29,0
"338","Algeria","DZA",2020-01-30,0
"339","Algeria","DZA",2020-01-31,0
"340","Algeria","DZA",2020-02-01,0
"341","Algeria","DZA",2020-02-02,0
"342","Algeria","DZA",2020-02-03,0
"343","Algeria","DZA",2020-02-04,0
"344","Algeria","DZA",2020-02-05,0
"345","Algeria","DZA",2020-02-06,0
"346","Algeria","DZA",2020-02-07,0
"347","Algeria","DZA",2020-02-08,0
"348","Algeria","DZA",2020-02-09,0
"349","Algeria","DZA",2020-02-10,0
"350","Algeria","DZA",2020-02-11,0
"351","Algeria","DZA",2020-02-12,0
"352","Algeria","DZA",2020-02-13,0
"353","Algeria","DZA",2020-02-14,0
"354","Algeria","DZA",2020-02-15,0
"355","Algeria","DZA",2020-02-16,0
"356","Algeria","DZA",2020-02-17,0
"357","Algeria","DZA",2020-02-18,0
"358","Algeria","DZA",2020-02-19,0
"359","Algeria","DZA",2020-02-20,0
"360","Algeria","DZA",2020-02-21,0
"361","Algeria","DZA",2020-02-22,0
"362","Algeria","DZA",2020-02-23,0
"363","Algeria","DZA",2020-02-24,0
"364","Algeria","DZA",2020-02-25,0
"365","Algeria","DZA",2020-02-26,0.023
"366","Algeria","DZA",2020-02-27,0.023
"367","Algeria","DZA",2020-02-28,0.023
"368","Algeria","DZA",2020-02-29,0.023
"369","Algeria","DZA",2020-03-01,0.068
"370","Algeria","DZA",2020-03-02,0.068
"371","Algeria","DZA",2020-03-04,0.114
"372","Algeria","DZA",2020-03-05,0.274
"373","Algeria","DZA",2020-03-06,0.388
"374","Algeria","DZA",2020-03-09,0.456
"375","Algeria","DZA",2020-03-12,0.456
"376","Algeria","DZA",2020-03-13,0.57
"377","Algeria","DZA",2020-03-14,0.593
"378","Algeria","DZA",2020-03-15,0.844
"379","Algeria","DZA",2020-03-16,1.095
"380","Algeria","DZA",2020-03-17,1.323
"381","Algeria","DZA",2020-03-18,1.368
"382","Algeria","DZA",2020-03-19,1.642
"383","Algeria","DZA",2020-03-20,2.052
"384","Algeria","DZA",2020-03-21,2.326
"385","Algeria","DZA",2020-03-22,3.17
"386","Algeria","DZA",2020-03-23,4.584
"387","Algeria","DZA",2020-03-24,5.245
"388","Algeria","DZA",2020-03-25,6.02
"389","Algeria","DZA",2020-03-26,6.887
"390","Algeria","DZA",2020-03-27,8.369
"391","Algeria","DZA",2020-03-28,9.327
"392","Algeria","DZA",2020-03-29,10.353
"393","Algeria","DZA",2020-03-30,11.653
"394","Algeria","DZA",2020-03-31,13.318
"395","Algeria","DZA",2020-04-01,16.328
"396","Algeria","DZA",2020-04-02,19.315
"397","Algeria","DZA",2020-04-03,22.485
"398","Algeria","DZA",2020-04-04,26.704
"399","Algeria","DZA",2020-04-05,28.528
"400","Algeria","DZA",2020-04-06,30.102
"401","Algeria","DZA",2020-04-07,32.451
"402","Algeria","DZA",2020-04-08,33.477
"403","Algeria","DZA",2020-04-09,35.849
"404","Algeria","DZA",2020-04-10,37.992
"405","Algeria","DZA",2020-04-11,40.159
"406","Algeria","DZA",2020-04-12,41.618
"407","Algeria","DZA",2020-04-13,43.648
"408","Algeria","DZA",2020-04-14,45.221
"409","Algeria","DZA",2020-04-15,47.205
"410","Algeria","DZA",2020-04-16,49.258
"411","Algeria","DZA",2020-04-17,51.721
"412","Algeria","DZA",2020-04-18,55.141
"413","Algeria","DZA",2020-04-19,57.809
"414","Algeria","DZA",2020-04-20,59.953
"415","Algeria","DZA",2020-04-21,61.983
"416","Algeria","DZA",2020-04-22,64.103
"417","Algeria","DZA",2020-04-23,66.361
"418","Algeria","DZA",2020-04-24,68.573
"419","Algeria","DZA",2020-04-25,71.31
"420","Algeria","DZA",2020-04-26,74.251
"421","Algeria","DZA",2020-04-27,77.125
"422","Algeria","DZA",2020-04-28,80.203
"423","Algeria","DZA",2020-04-29,83.214
"424","Algeria","DZA",2020-04-30,87.752
"425","Algeria","DZA",2020-05-01,91.355
"426","Algeria","DZA",2020-05-02,94.73
"427","Algeria","DZA",2020-05-03,97.945
"428","Algeria","DZA",2020-05-04,102.027
"429","Algeria","DZA",2020-05-05,105.995
"430","Algeria","DZA",2020-05-06,110.328
"431","Algeria","DZA",2020-05-07,113.954
"432","Algeria","DZA",2020-05-08,118.173
"433","Algeria","DZA",2020-05-09,122.437
"434","Algeria","DZA",2020-05-10,126.747
"435","Algeria","DZA",2020-05-11,130.51
"436","Algeria","DZA",2020-05-12,134.341
"437","Algeria","DZA",2020-05-13,138.355
"438","Algeria","DZA",2020-05-14,142.596
"439","Algeria","DZA",2020-05-15,146.906
"440","Algeria","DZA",2020-05-16,151.171
"441","Algeria","DZA",2020-05-17,155.549
"442","Algeria","DZA",2020-05-18,160.065
"443","Algeria","DZA",2020-05-19,164.215
"444","Algeria","DZA",2020-05-20,168.229
"445","Algeria","DZA",2020-05-21,171.991
"446","Algeria","DZA",2020-05-22,176.233
"447","Algeria","DZA",2020-05-23,180.566
"448","Algeria","DZA",2020-05-24,185.013
"449","Algeria","DZA",2020-05-25,189.414
"450","Algeria","DZA",2020-05-26,193.906
"451","Algeria","DZA",2020-05-27,198.331
"452","Algeria","DZA",2020-05-28,201.979
"453","Algeria","DZA",2020-05-29,205.172
"454","Algeria","DZA",2020-05-30,208.296
"455","Algeria","DZA",2020-05-31,211.329
"456","Algeria","DZA",2020-06-01,214.225
"457","Algeria","DZA",2020-06-02,216.939
"458","Algeria","DZA",2020-06-03,219.516
"459","Algeria","DZA",2020-06-04,219.516
"460","Algeria","DZA",2020-06-05,224.191
"461","Algeria","DZA",2020-06-06,226.562
"462","Algeria","DZA",2020-06-07,229.185
"463","Algeria","DZA",2020-06-08,231.557
"464","Algeria","DZA",2020-06-09,234.088
"465","Algeria","DZA",2020-06-10,236.756
"466","Algeria","DZA",2020-06-11,239.082
"467","Algeria","DZA",2020-06-12,241.477
"468","Algeria","DZA",2020-06-13,243.962
"469","Algeria","DZA",2020-06-14,246.516
"470","Algeria","DZA",2020-06-15,249.002
"471","Algeria","DZA",2020-06-16,251.556
"472","Algeria","DZA",2020-06-17,254.201
"473","Algeria","DZA",2020-06-18,256.961
"474","Algeria","DZA",2020-06-19,259.629
"475","Algeria","DZA",2020-06-20,262.343
"476","Algeria","DZA",2020-06-21,265.239
"477","Algeria","DZA",2020-06-22,268.431
"478","Algeria","DZA",2020-06-23,271.829
"479","Algeria","DZA",2020-06-24,275.387
"480","Algeria","DZA",2020-06-25,279.309
"481","Algeria","DZA",2020-06-26,283.802
"482","Algeria","DZA",2020-06-27,289.275
"483","Algeria","DZA",2020-06-28,295.728
"484","Algeria","DZA",2020-06-29,302.684
"485","Algeria","DZA",2020-06-30,309.48
"486","Algeria","DZA",2020-07-01,317.142
"487","Algeria","DZA",2020-07-02,325.465
"488","Algeria","DZA",2020-07-03,334.245
"489","Algeria","DZA",2020-07-04,343.663
"490","Algeria","DZA",2020-07-05,353.469
"491","Algeria","DZA",2020-07-06,363.526
"492","Algeria","DZA",2020-07-07,374.085
"493","Algeria","DZA",2020-07-08,384.917
"494","Algeria","DZA",2020-07-09,395.612
"495","Algeria","DZA",2020-07-10,406.102
"496","Andorra","AND",2020-03-03,12.942
"497","Andorra","AND",2020-03-14,25.885
"498","Andorra","AND",2020-03-16,64.712
"499","Andorra","AND",2020-03-17,181.195
"500","Andorra","AND",2020-03-18,181.195
"501","Andorra","AND",2020-03-19,685.951
"502","Andorra","AND",2020-03-20,970.685
"503","Andorra","AND",2020-03-21,970.685
"504","Andorra","AND",2020-03-22,1138.937
"505","Andorra","AND",2020-03-23,1462.499
"506","Andorra","AND",2020-03-24,1721.349
"507","Andorra","AND",2020-03-25,2122.565
"508","Andorra","AND",2020-03-26,2433.184
"509","Andorra","AND",2020-03-27,2899.113
"510","Andorra","AND",2020-03-28,3455.64
"511","Andorra","AND",2020-03-29,3986.281
"512","Andorra","AND",2020-03-30,4322.785
"513","Andorra","AND",2020-03-31,4788.714
"514","Andorra","AND",2020-04-01,4866.369
"515","Andorra","AND",2020-04-02,5047.564
"516","Andorra","AND",2020-04-03,5539.377
"517","Andorra","AND",2020-04-04,5681.745
"518","Andorra","AND",2020-04-05,6031.191
"519","Andorra","AND",2020-04-06,6484.178
"520","Andorra","AND",2020-04-07,6807.74
"521","Andorra","AND",2020-04-08,7053.647
"522","Andorra","AND",2020-04-09,7299.553
"523","Andorra","AND",2020-04-10,7545.46
"524","Andorra","AND",2020-04-11,7778.425
"525","Andorra","AND",2020-04-12,8050.217
"526","Andorra","AND",2020-04-13,8257.296
"527","Andorra","AND",2020-04-14,8360.836
"528","Andorra","AND",2020-04-15,8529.088
"529","Andorra","AND",2020-04-16,8710.283
"530","Andorra","AND",2020-04-17,8826.765
"531","Andorra","AND",2020-04-18,9007.96
"532","Andorra","AND",2020-04-19,9111.499
"533","Andorra","AND",2020-04-20,9227.982
"534","Andorra","AND",2020-04-21,9279.752
"535","Andorra","AND",2020-04-22,9279.752
"536","Andorra","AND",2020-04-23,9357.406
"537","Andorra","AND",2020-04-24,9370.349
"538","Andorra","AND",2020-04-25,9460.946
"539","Andorra","AND",2020-04-26,9486.831
"540","Andorra","AND",2020-04-27,9577.428
"541","Andorra","AND",2020-04-28,9616.256
"542","Andorra","AND",2020-04-29,9616.256
"543","Andorra","AND",2020-04-30,9616.256
"544","Andorra","AND",2020-05-01,9642.141
"545","Andorra","AND",2020-05-02,9655.083
"546","Andorra","AND",2020-05-03,9668.026
"547","Andorra","AND",2020-05-04,9680.968
"548","Andorra","AND",2020-05-05,9706.853
"549","Andorra","AND",2020-05-06,9719.796
"550","Andorra","AND",2020-05-07,9719.796
"551","Andorra","AND",2020-05-08,9732.738
"552","Andorra","AND",2020-05-09,9732.738
"553","Andorra","AND",2020-05-10,9758.623
"554","Andorra","AND",2020-05-11,9771.565
"555","Andorra","AND",2020-05-12,9784.508
"556","Andorra","AND",2020-05-13,9810.393
"557","Andorra","AND",2020-05-14,9836.278
"558","Andorra","AND",2020-05-15,9849.22
"559","Andorra","AND",2020-05-16,9849.22
"560","Andorra","AND",2020-05-17,9849.22
"561","Andorra","AND",2020-05-18,9849.22
"562","Andorra","AND",2020-05-19,9849.22
"563","Andorra","AND",2020-05-20,9849.22
"564","Andorra","AND",2020-05-21,9862.163
"565","Andorra","AND",2020-05-22,9862.163
"566","Andorra","AND",2020-05-23,9862.163
"567","Andorra","AND",2020-05-24,9862.163
"568","Andorra","AND",2020-05-25,9875.105
"569","Andorra","AND",2020-05-26,9875.105
"570","Andorra","AND",2020-05-27,9875.105
"571","Andorra","AND",2020-05-28,9875.105
"572","Andorra","AND",2020-05-29,9875.105
"573","Andorra","AND",2020-05-30,9888.048
"574","Andorra","AND",2020-05-31,9888.048
"575","Andorra","AND",2020-06-01,9888.048
"576","Andorra","AND",2020-06-02,9900.99
"577","Andorra","AND",2020-06-03,10923.445
"578","Andorra","AND",2020-06-04,11014.043
"579","Andorra","AND",2020-06-05,11026.985
"580","Andorra","AND",2020-06-06,11026.985
"581","Andorra","AND",2020-06-07,11026.985
"582","Andorra","AND",2020-06-08,11026.985
"583","Andorra","AND",2020-06-09,11026.985
"584","Andorra","AND",2020-06-10,11026.985
"585","Andorra","AND",2020-06-11,11026.985
"586","Andorra","AND",2020-06-12,11026.985
"587","Andorra","AND",2020-06-13,11039.928
"588","Andorra","AND",2020-06-14,11039.928
"589","Andorra","AND",2020-06-15,11039.928
"590","Andorra","AND",2020-06-16,11039.928
"591","Andorra","AND",2020-06-17,11052.87
"592","Andorra","AND",2020-06-18,11052.87
"593","Andorra","AND",2020-06-19,11065.812
"594","Andorra","AND",2020-06-20,11065.812
"595","Andorra","AND",2020-06-21,11065.812
"596","Andorra","AND",2020-06-22,11065.812
"597","Andorra","AND",2020-06-23,11065.812
"598","Andorra","AND",2020-06-24,11065.812
"599","Andorra","AND",2020-06-25,11065.812
"600","Andorra","AND",2020-06-26,11065.812
"601","Andorra","AND",2020-06-27,11065.812
"602","Andorra","AND",2020-06-28,11065.812
"603","Andorra","AND",2020-06-29,11065.812
"604","Andorra","AND",2020-06-30,11065.812
"605","Andorra","AND",2020-07-01,11065.812
"606","Andorra","AND",2020-07-02,11065.812
"607","Andorra","AND",2020-07-03,11065.812
